Name,Cluster,Latitude,Longitude
105yyfGnNxJPPFbdIgBHLw,39,40.1096976,-88.2305599
kAyu3y6JA5YbE96EQLtj1w,42,40.111028,-88.207883
cFGhM-XqGCSIvOe-1XVNjw,39,40.109995,-88.22911
oP8KsXHOUA_otHHI5JHScQ,42,40.1112419,-88.2072116
4MeniYcsZrwc_Cq6WSd3zQ,39,40.1102881,-88.2325689
7fwe5VVJ0RvmNp-u0EPN5g,36,40.1199288,-88.2411724
1FyivCp5YZl_04zHAOXfuQ,42,40.1125736143,-88.2091920933
M2boe4Te0rQ5RasVJkPXng,42,40.1172246,-88.2051296
NcslOIU6uFJfSNdqihmCVA,39,40.110635,-88.229994
40KhR3J9snVooFfTdc-8ZQ,39,40.1080874,-88.230208
vxFeYTFre83stnrcLAj84A,42,40.117801,-88.20475
q4raCE4a8wMEETPG45HgAA,39,40.1106295,-88.2296312
mJxu0USvbwSHcGsmwWh22A,36,40.1175498,-88.2431341
ucX104t4t_5peGfZnbI0Qg,39,40.1092784,-88.2317452
-u_lsFnUJDGPfe07EjPzug,42,40.1112699,-88.207152
px_FHVv6bmidLZXlfEVhaQ,39,40.1103289062,-88.2317519285
r2pKiQ9LLaaVNNvBDfPd2w,36,40.1185666238,-88.2432330386
NhxR5j9Qnao-iteD3ZiQXA,36,40.1164204,-88.2433829
6X7vAFv-Xj1TPcrJK7H2Eg,36,40.1165811599,-88.2418391481
ufOY2lQHDgSvou3YLT8gHA,42,40.1132,-88.208287
RRmdG5PuMbLTTrhfBJjtyw,36,40.1200226,-88.2429257
fxYiDAxCK33ANk8-QemInA,42,40.1167919,-88.205811
Cda1dk7KCQqEUabDBpCegw,36,40.117989,-88.244428
cvCmbiL9gnIciQTQgm4BDA,42,40.112862,-88.2087534
qf6uLRnKkZDhp0uAL7EzTg,36,40.113806,-88.240696
-QeQ71am64JKQmiPIThreQ,36,40.116024,-88.242185
SuMg71QkocvYToNijTRq-w,42,40.112557,-88.210753
UvOGydGLtXt9km_ULQYyUg,39,40.1094299,-88.2302064
Sq_tjg4kKAH2V6BikH-rQQ,36,40.1166092,-88.2379756
J8-yMQ6sQJEWxEwczBW_Rg,39,40.110056,-88.230618
duJf2P7E4yj3q7KwJfYdtA,36,40.1166071,-88.2380866
crAE_fwUKeJH2dLTs6Ocxw,36,40.117699,-88.24061
7tc1tVzAQqVeXSPexReGZw,39,40.1159854,-88.2347335
RSIWC7s6Mq3FCTKxuapd8Q,39,40.110554,-88.232373
HUif3t3SUkfb4T1cTXzMHA,39,40.110821,-88.229156
cWzGZ05TDIQS8zVZ9y2Fcg,36,40.1095169,-88.243046
Zb2Bqf6MSiSbwIz0GyK7Qw,42,40.1179012,-88.2042525
pXZtvvXtVSXHgodcGfiX_g,42,40.112709,-88.209325
Mds6dJM3kSK-8v8FtNgk3g,36,40.116617,-88.238179
h9W_1JHeYMqtXsSthBeyDA,39,40.1104441,-88.2316504
hBx67-2DzLq7YqlCKW448Q,36,40.1175979,-88.2413998
7p8FfQN5Fl572IPWeljg-A,36,40.117711,-88.240699
dnRzZsej_I1URXYqEGGm7w,36,40.1183926387,-88.2439332381
_fcrxqrOkoC7R-p0pbPDrg,39,40.1097387,-88.2273147
pQuhJqax5Le_Nl_bXXWZQw,36,40.1181856758,-88.2436352223
BNCWGVYWNEkQ586H7aYeoA,36,40.117638,-88.2432539
8LCPOZXh_yvigEOWg0ZR2g,39,40.109243,-88.227253
kEtRdEqVUJqLzd8uIIK_qQ,36,40.1175979,-88.2413998
tggufZd_TQlmg-oM0HXVjw,39,40.1105073,-88.2314522
dJO8yBh-GIIn1vl9MDSX3A,42,40.116262,-88.208633
zTSeyVj-yrhBO_4ECJYUxQ,39,40.1094534,-88.2304604
9wAPwDJJlvaWQVF56fYEfQ,42,40.1134471,-88.2030657
IK1vnAKTv-6FMaGecUe1lA,36,40.1161349,-88.2428643
cP-PK9tUbuZVmfEoWYDI9A,42,40.112846,-88.204379
BikDzi8YhQkTJP_nAGOEUA,36,40.1190386,-88.2438816
